transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,days_since_last_txn,year_month,monthly_total_spend,category_monthly_spend,user_txn_frequency,rolling_avg_3
T1029,U001,2023-03-07,Income,Others,42053.0,Bank_Transfer,Pune,EMI payment,2023,3,7,Tuesday,9.0,2023-03,0.0,0.0,39,39565.666666666664
T12982,U001,2023-04-06,Income,Salary,69892.0,Bank_Transfer,Unknown,Grocery shopping,2023,4,6,Thursday,30.0,2023-04,0.0,0.0,39,61837.666666666664
T10138,U001,2023-05-25,Expense,Food,1575.0,Upi,Lucknow,No Notes,2023,5,25,Thursday,49.0,2023-05,1575.0,1575.0,39,37840.0
T9441,U001,2023-06-25,Expense,Entertainment,262.0,Cash,Kolkata,Shopping,2023,6,25,Sunday,31.0,2023-06,262.0,262.0,39,23909.666666666668
T1521,U001,2023-07-12,Expense,Others,882.0,Upi,Delhi,Monthly rent payment,2023,7,12,Wednesday,17.0,2023-07,882.0,882.0,39,906.3333333333334
T9445,U001,2023-08-24,Expense,Food,7321.0,Unknown,Hyderabad,EMI payment,2023,8,24,Thursday,43.0,2023-08,7321.0,7321.0,39,2821.6666666666665
T12363,U001,2023-11-10,Expense,Food,4839.0,Cash,Mumbai,EMI payment,2023,11,10,Friday,78.0,2023-11,39632.0,4839.0,39,4347.333333333333
T2346,U001,2023-11-13,Expense,Rent,34793.0,Upi,Kolkata,Online course,2023,11,13,Monday,3.0,2023-11,39632.0,34793.0,39,15651.0
T12373,U001,2023-12-02,Expense,Rent,2100.0,Unknown,Pune,Gym membership,2023,12,2,Saturday,19.0,2023-12,2100.0,2100.0,39,13910.666666666666
T12046,U001,2024-02-01,Expense,Food,4103.0,Unknown,Bangalore,No Notes,2024,2,1,Thursday,61.0,2024-02,4103.0,4103.0,39,13665.333333333334
T2770,U001,2024-02-11,Income,Salary,49068.0,Cash,Mumbai,Lunch,2024,2,11,Sunday,10.0,2024-02,4103.0,0.0,39,18423.666666666668
T8946,U001,2024-04-11,Expense,Food,3907.0,Card,Hyderabad,ATM withdrawal,2024,4,11,Thursday,60.0,2024-04,3907.0,3907.0,39,19026.0
T5921,U001,2024-05-24,Expense,Travel,8174.0,Cash,Ahmedabad,EMI payment,2024,5,24,Friday,43.0,2024-05,9587.0,8174.0,39,20383.0
T1410,U001,2024-05-25,Expense,Food,1413.0,Card,Jaipur,!!!,2024,5,25,Saturday,1.0,2024-05,9587.0,1413.0,39,4498.0
T1909,U001,2024-07-15,Income,Freelance,25294.0,Cash,Chennai,Coffee,2024,7,15,Monday,51.0,2024-07,0.0,0.0,39,11627.0
T0426,U001,2024-11-20,Expense,Rent,6258.0,Upi,Unknown,Restaurant dinner,2024,11,20,Wednesday,128.0,2024-11,42259.0,42259.0,39,10988.333333333334
T7689,U001,2024-11-22,Expense,Rent,36001.0,Card,Kolkata,Coffee,2024,11,22,Friday,2.0,2024-11,42259.0,42259.0,39,22517.666666666668
T12457,U001,2024-12-06,Expense,Education,252.0,Cash,Chennai,ATM withdrawal,2024,12,6,Friday,14.0,2024-12,252.0,252.0,39,14170.333333333334
T6756,U002,2021-03-23,Expense,Travel,6785.0,Upi,Mumbai,misc,2021,3,23,Tuesday,0.0,2021-03,6785.0,6785.0,28,6785.0
T5914,U002,2021-07-07,Income,Freelance,32675.0,Cash,Jaipur,No Notes,2021,7,7,Wednesday,106.0,2021-07,0.0,0.0,28,19730.0
T4581,U002,2021-09-08,Expense,Food,1012.0,Card,Bangalore,Movie tickets,2021,9,8,Wednesday,63.0,2021-09,1012.0,1012.0,28,13490.666666666666
T3893,U002,2021-11-29,Expense,Health,8193.0,Bank_Transfer,Bangalore,xyz123,2021,11,29,Monday,82.0,2021-11,8193.0,8193.0,28,13960.0
T12250,U002,2021-12-14,Income,Investment,56818.0,Bank_Transfer,Hyderabad,EMI payment,2021,12,14,Tuesday,15.0,2021-12,0.0,0.0,28,22007.666666666668
T4684,U002,2021-12-22,Income,Investment,71558.0,Upi,Chennai,ATM withdrawal,2021,12,22,Wednesday,8.0,2021-12,0.0,0.0,28,45523.0
T3175,U002,2022-01-12,Expense,Food,4750.0,Card,Chennai,Monthly rent payment,2022,1,12,Wednesday,21.0,2022-01,10404.0,4750.0,28,44375.333333333336
T8692,U002,2022-01-31,Expense,Rent,5654.0,Upi,Hyderabad,ATM withdrawal,2022,1,31,Monday,19.0,2022-01,10404.0,5654.0,28,27320.666666666668
T5109,U002,2022-02-28,Expense,Travel,1735.0,Bank_Transfer,Ahmedabad,ATM withdrawal,2022,2,28,Monday,28.0,2022-02,1735.0,1735.0,28,4046.3333333333335
T12110,U002,2022-05-21,Expense,Savings,8005.0,Unknown,Kolkata,Coffee,2022,5,21,Saturday,82.0,2022-05,8005.0,8005.0,28,5131.333333333333
T5610,U002,2022-06-18,Expense,Utilities,9771.0,Upi,Chennai,Monthly rent payment,2022,6,18,Saturday,28.0,2022-06,9771.0,9771.0,28,6503.666666666667
T7138,U002,2022-07-22,Income,Bonus,13927.0,Card,Ahmedabad,Petrol,2022,7,22,Friday,34.0,2022-07,0.0,0.0,28,10567.666666666666
T9839,U002,2022-11-17,Expense,Education,9892.0,Card,Unknown,Online course,2022,11,17,Thursday,118.0,2022-11,14204.0,9892.0,28,11196.666666666666
T6122,U002,2022-11-23,Expense,Food,4312.0,Card,Chennai,Internet bill,2022,11,23,Wednesday,6.0,2022-11,14204.0,4312.0,28,9377.0
T2389,U002,2022-12-08,Expense,Health,5150.0,Upi,Bangalore,ATM withdrawal,2022,12,8,Thursday,15.0,2022-12,10442.0,5150.0,28,6451.333333333333
T7427,U002,2022-12-21,Expense,Entertainment,5292.0,Bank_Transfer,Delhi,asdfgh,2022,12,21,Wednesday,13.0,2022-12,10442.0,5292.0,28,4918.0
T12613,U002,2023-05-08,Expense,Food,4359.0,Upi,Pune,No Notes,2023,5,8,Monday,138.0,2023-05,4359.0,4359.0,28,4933.666666666667
T11812,U002,2023-08-11,Expense,Rent,46947.0,Card,Chennai,Lunch,2023,8,11,Friday,95.0,2023-08,46947.0,46947.0,28,18866.0
T9218,U002,2023-11-06,Expense,Food,3203.0,Card,Lucknow,misc,2023,11,6,Monday,87.0,2023-11,3203.0,3203.0,28,18169.666666666668
T0709,U002,2024-02-27,Expense,Health,676.0,Bank_Transfer,Kolkata,xyz123,2024,2,27,Tuesday,113.0,2024-02,676.0,676.0,28,16942.0
T2862,U002,2024-04-30,Expense,Savings,1443.0,Card,Lucknow,Grocery shopping,2024,4,30,Tuesday,63.0,2024-04,1443.0,1443.0,28,1774.0
T8906,U002,2024-06-21,Expense,Rent,18922.0,Bank_Transfer,Pune,Books,2024,6,21,Friday,52.0,2024-06,22072.0,18922.0,28,7013.666666666667
T7219,U002,2024-06-28,Expense,Education,3150.0,Bank_Transfer,Ahmedabad,No Notes,2024,6,28,Friday,7.0,2024-06,22072.0,3150.0,28,7838.333333333333
T12537,U002,2024-09-08,Expense,Utilities,5919.0,Card,Mumbai,Train ticket,2024,9,8,Sunday,72.0,2024-09,25331.0,5919.0,28,9330.333333333334
T11094,U002,2024-09-12,Expense,Health,9538.0,Bank_Transfer,Pune,No Notes,2024,9,12,Thursday,4.0,2024-09,25331.0,9538.0,28,6202.333333333333
T3981,U002,2024-09-21,Expense,Food,2324.0,Cash,Pune,Internet bill,2024,9,21,Saturday,9.0,2024-09,25331.0,2324.0,28,5927.0
T11762,U002,2024-09-21,Expense,Travel,7550.0,Upi,Hyderabad,Train ticket,2024,9,21,Saturday,0.0,2024-09,25331.0,7550.0,28,6470.666666666667
T13674,U002,2024-10-30,Expense,Utilities,5727.0,Upi,Mumbai,No Notes,2024,10,30,Wednesday,39.0,2024-10,5727.0,5727.0,28,5200.333333333333
T5089,U003,2021-06-17,Expense,Food,3829.0,Bank_Transfer,Lucknow,No Notes,2021,6,17,Thursday,0.0,2021-06,12203.0,12203.0,40,3829.0
T8915,U003,2021-06-23,Expense,Food,8374.0,Cash,Chennai,Coffee,2021,6,23,Wednesday,6.0,2021-06,12203.0,12203.0,40,6101.5
T1092,U003,2021-12-07,Expense,Food,169.0,Card,Unknown,xyz123,2021,12,7,Tuesday,167.0,2021-12,169.0,169.0,40,4124.0
T5000,U003,2022-02-06,Income,Investment,11162.0,Unknown,Mumbai,xyz123,2022,2,6,Sunday,61.0,2022-02,0.0,0.0,40,6568.333333333333
T6536,U003,2022-03-22,Expense,Rent,5996.0,Card,Jaipur,Internet bill,2022,3,22,Tuesday,44.0,2022-03,5996.0,5996.0,40,5775.666666666667
T7641,U003,2022-04-04,Expense,Travel,9508.0,Bank_Transfer,Kolkata,...,2022,4,4,Monday,13.0,2022-04,17665.0,9508.0,40,8888.666666666666
T11366,U003,2022-04-14,Expense,Food,8157.0,Upi,Pune,...,2022,4,14,Thursday,10.0,2022-04,17665.0,8157.0,40,7887.0
T10130,U003,2022-06-14,Expense,Food,1258.0,Unknown,Hyderabad,Online course,2022,6,14,Tuesday,61.0,2022-06,1258.0,1258.0,40,6307.666666666667
T6287,U003,2022-10-14,Expense,Utilities,2121.0,Card,Mumbai,Petrol,2022,10,14,Friday,122.0,2022-10,2121.0,2121.0,40,3845.3333333333335
T1002,U003,2022-12-18,Expense,Entertainment,3946.0,Upi,Kolkata,!!!,2022,12,18,Sunday,65.0,2022-12,3946.0,3946.0,40,2441.6666666666665
T13198,U003,2023-01-02,Expense,Entertainment,7824.0,Bank_Transfer,Jaipur,EMI payment,2023,1,2,Monday,15.0,2023-01,11360.0,9374.0,40,4630.333333333333
T2478,U003,2023-01-09,Expense,Entertainment,1550.0,Bank_Transfer,Lucknow,Doctor consultation,2023,1,9,Monday,7.0,2023-01,11360.0,9374.0,40,4440.0
T3457,U003,2023-01-20,Expense,Food,1986.0,Bank_Transfer,Unknown,Internet bill,2023,1,20,Friday,11.0,2023-01,11360.0,1986.0,40,3786.6666666666665
T9217,U003,2023-03-09,Expense,Utilities,9361.0,Upi,Lucknow,Train ticket,2023,3,9,Thursday,48.0,2023-03,24964.0,9361.0,40,4299.0
T2667,U003,2023-03-20,Expense,Food,7880.0,Bank_Transfer,Kolkata,No Notes,2023,3,20,Monday,11.0,2023-03,24964.0,7880.0,40,6409.0
T0705,U003,2023-03-21,Expense,Rent,1974.0,Card,Kolkata,test,2023,3,21,Tuesday,1.0,2023-03,24964.0,1974.0,40,6405.0
T11773,U003,2023-03-25,Expense,Health,5749.0,Upi,Lucknow,Lunch,2023,3,25,Saturday,4.0,2023-03,24964.0,5749.0,40,5201.0
T6744,U003,2023-05-14,Income,Investment,57294.0,Cash,Mumbai,Internet bill,2023,5,14,Sunday,50.0,2023-05,47529.0,0.0,40,21672.333333333332
T8361,U003,2023-05-16,Expense,Rent,2278.0,Bank_Transfer,Delhi,Train ticket,2023,5,16,Tuesday,2.0,2023-05,47529.0,47529.0,40,21773.666666666668
T10050,U003,2023-05-31,Expense,Rent,45251.0,Card,Ahmedabad,EMI payment,2023,5,31,Wednesday,15.0,2023-05,47529.0,47529.0,40,34941.0
T6862,U003,2023-06-04,Expense,Food,8751.0,Cash,Ahmedabad,EMI payment,2023,6,4,Sunday,4.0,2023-06,8751.0,8751.0,40,18760.0
T9837,U003,2023-07-17,Expense,Savings,9682.0,Upi,Lucknow,xyz123,2023,7,17,Monday,43.0,2023-07,9682.0,9682.0,40,21228.0
T12795,U003,2023-08-12,Expense,Rent,987.0,Upi,Hyderabad,Petrol,2023,8,12,Saturday,26.0,2023-08,987.0,987.0,40,6473.333333333333
T7871,U003,2023-09-19,Income,Bonus,41293.0,Card,Delhi,Medicine,2023,9,19,Tuesday,38.0,2023-09,0.0,0.0,40,17320.666666666668
T6806,U003,2024-01-03,Expense,Utilities,3397.0,Upi,Ahmedabad,Electricity bill,2024,1,3,Wednesday,106.0,2024-01,3397.0,3397.0,40,15225.666666666666
T4805,U003,2024-03-07,Expense,Food,291.0,Card,Lucknow,Lunch,2024,3,7,Thursday,64.0,2024-03,291.0,291.0,40,14993.666666666666
T13114,U003,2024-05-20,Expense,Utilities,7693.0,Card,Unknown,Gym membership,2024,5,20,Monday,74.0,2024-05,10194.0,7693.0,40,3793.6666666666665
T4585,U003,2024-05-21,Expense,Entertainment,1006.0,Upi,Hyderabad,Medicine,2024,5,21,Tuesday,1.0,2024-05,10194.0,1006.0,40,2996.6666666666665
T13671,U003,2024-05-31,Expense,Food,1495.0,Unknown,Ahmedabad,Medicine,2024,5,31,Friday,10.0,2024-05,10194.0,1495.0,40,3398.0
T12017,U003,2024-06-06,Expense,Others,1623.0,Bank_Transfer,Chennai,Medicine,2024,6,6,Thursday,6.0,2024-06,4767.0,1623.0,40,1374.6666666666667
T10530,U003,2024-06-19,Expense,Travel,3144.0,Cash,Hyderabad,Grocery shopping,2024,6,19,Wednesday,13.0,2024-06,4767.0,3144.0,40,2087.3333333333335
T13728,U003,2024-07-18,Expense,Travel,134.0,Bank_Transfer,Jaipur,Medicine,2024,7,18,Thursday,29.0,2024-07,134.0,134.0,40,1633.6666666666667
T7757,U003,2024-08-12,Income,Others,41460.0,Upi,Delhi,Electricity bill,2024,8,12,Monday,25.0,2024-08,2791.0,2791.0,40,14912.666666666666
T5723,U003,2024-08-24,Expense,Others,2791.0,Upi,Delhi,No Notes,2024,8,24,Saturday,12.0,2024-08,2791.0,2791.0,40,14795.0
T0193,U003,2024-09-17,Expense,Education,1818.0,Cash,Chennai,Coffee,2024,9,17,Tuesday,24.0,2024-09,7820.0,1818.0,40,15356.333333333334
T9841,U003,2024-09-24,Expense,Food,6002.0,Card,Chennai,No Notes,2024,9,24,Tuesday,7.0,2024-09,7820.0,6002.0,40,3537.0
T6960,U003,2024-10-08,Expense,Food,6437.0,Upi,Hyderabad,Books,2024,10,8,Tuesday,14.0,2024-10,11428.0,11428.0,40,4752.333333333333
T9297,U003,2024-10-15,Expense,Food,4991.0,Bank_Transfer,Bangalore,Movie tickets,2024,10,15,Tuesday,7.0,2024-10,11428.0,11428.0,40,5810.0
T13688,U003,2024-12-01,Expense,Food,7717.0,Unknown,Lucknow,ATM withdrawal,2024,12,1,Sunday,47.0,2024-12,7717.0,7717.0,40,6381.666666666667
T6034,U003,2024-12-29,Income,Bonus,25582.0,Bank_Transfer,Lucknow,Shopping,2024,12,29,Sunday,28.0,2024-12,7717.0,0.0,40,12763.333333333334
T5788,U004,2021-01-13,Expense,Entertainment,2668.0,Bank_Transfer,Jaipur,ATM withdrawal,2021,1,13,Wednesday,0.0,2021-01,2668.0,2668.0,44,2668.0
T11992,U004,2021-02-13,Expense,Travel,2391.0,Card,Bangalore,No Notes,2021,2,13,Saturday,31.0,2021-02,2391.0,2391.0,44,2529.5
T7207,U004,2021-06-11,Expense,Rent,23537.0,Cash,Delhi,No Notes,2021,6,11,Friday,118.0,2021-06,61204.0,61204.0,44,9532.0
T11995,U004,2021-06-27,Expense,Rent,37667.0,Card,Lucknow,Petrol,2021,6,27,Sunday,16.0,2021-06,61204.0,61204.0,44,21198.333333333332
T10042,U004,2021-08-30,Expense,Utilities,8704.0,Upi,Lucknow,xyz123,2021,8,30,Monday,64.0,2021-08,8704.0,8704.0,44,23302.666666666668
T12900,U004,2021-09-17,Expense,Food,1044.0,Upi,Lucknow,Online course,2021,9,17,Friday,18.0,2021-09,1044.0,1044.0,44,15805.0
T3782,U004,2021-11-11,Expense,Food,5795.0,Upi,Kolkata,EMI payment,2021,11,11,Thursday,55.0,2021-11,5795.0,5795.0,44,5181.0
T10147,U004,2022-01-20,Expense,Travel,7667.0,Card,Bangalore,Doctor consultation,2022,1,20,Thursday,70.0,2022-01,7667.0,7667.0,44,4835.333333333333
T7843,U004,2022-02-04,Expense,Rent,10800.0,Cash,Pune,!!!,2022,2,4,Friday,15.0,2022-02,13922.0,10800.0,44,8087.333333333333
T1097,U004,2022-02-21,Expense,Food,3122.0,Upi,Bangalore,Electricity bill,2022,2,21,Monday,17.0,2022-02,13922.0,3122.0,44,7196.333333333333
T7009,U004,2022-04-05,Expense,Travel,4005.0,Cash,Jaipur,Fixed deposit,2022,4,5,Tuesday,43.0,2022-04,5788.0,5788.0,44,5975.666666666667
T12292,U004,2022-04-14,Expense,Travel,1783.0,Bank_Transfer,Kolkata,!!!,2022,4,14,Thursday,9.0,2022-04,5788.0,5788.0,44,2970.0
T13494,U004,2022-05-15,Expense,Food,5439.0,Upi,Bangalore,Petrol,2022,5,15,Sunday,31.0,2022-05,5439.0,5439.0,44,3742.3333333333335
T9263,U004,2022-06-30,Income,Investment,76282.0,Upi,Mumbai,...,2022,6,30,Thursday,46.0,2022-06,0.0,0.0,44,27834.666666666668
T2063,U004,2022-08-25,Expense,Travel,7668.0,Bank_Transfer,Pune,Monthly rent payment,2022,8,25,Thursday,56.0,2022-08,7668.0,7668.0,44,29796.333333333332
T5087,U004,2022-10-13,Expense,Travel,1547.0,Bank_Transfer,Lucknow,Shopping,2022,10,13,Thursday,49.0,2022-10,1547.0,1547.0,44,28499.0
T13653,U004,2022-12-03,Expense,Utilities,4890.0,Unknown,Mumbai,!!!,2022,12,3,Saturday,51.0,2022-12,4890.0,4890.0,44,4701.666666666667
T11178,U004,2023-02-13,Expense,Travel,4330.0,Bank_Transfer,Ahmedabad,Coffee,2023,2,13,Monday,72.0,2023-02,10095.0,4330.0,44,3589.0
T9061,U004,2023-02-14,Expense,Utilities,3006.0,Card,Pune,Lunch,2023,2,14,Tuesday,1.0,2023-02,10095.0,3006.0,44,4075.3333333333335
T0703,U004,2023-02-21,Expense,Food,2759.0,Upi,Unknown,Internet bill,2023,2,21,Tuesday,7.0,2023-02,10095.0,2759.0,44,3365.0
T10247,U004,2023-04-21,Expense,Rent,1765.0,Upi,Delhi,No Notes,2023,4,21,Friday,59.0,2023-04,1765.0,1765.0,44,2510.0
T0513,U004,2023-05-03,Expense,Rent,24628.0,Cash,Mumbai,Uber ride,2023,5,3,Wednesday,12.0,2023-05,25662.0,25662.0,44,9717.333333333334
T9806,U004,2023-05-10,Expense,Rent,1034.0,Bank_Transfer,Chennai,Coffee,2023,5,10,Wednesday,7.0,2023-05,25662.0,25662.0,44,9142.333333333334
T8022,U004,2023-08-04,Income,Investment,76991.0,Unknown,Chennai,No Notes,2023,8,4,Friday,86.0,2023-08,0.0,0.0,44,34217.666666666664
T8773,U004,2023-09-24,Expense,Travel,5649.0,Bank_Transfer,Jaipur,No Notes,2023,9,24,Sunday,51.0,2023-09,5649.0,5649.0,44,27891.333333333332
T10930,U004,2023-11-02,Expense,Food,8926.0,Bank_Transfer,Bangalore,...,2023,11,2,Thursday,39.0,2023-11,8926.0,8926.0,44,30522.0
T3720,U004,2023-12-03,Expense,Health,1794.0,Upi,Kolkata,No Notes,2023,12,3,Sunday,31.0,2023-12,11618.0,8648.0,44,5456.333333333333
T12413,U004,2023-12-06,Expense,Health,6854.0,Upi,Lucknow,!!!,2023,12,6,Wednesday,3.0,2023-12,11618.0,8648.0,44,5858.0
T1167,U004,2023-12-23,Expense,Utilities,2970.0,Upi,Hyderabad,xyz123,2023,12,23,Saturday,17.0,2023-12,11618.0,2970.0,44,3872.6666666666665
T2525,U004,2024-02-21,Income,Bonus,35494.0,Cash,Lucknow,Train ticket,2024,2,21,Wednesday,60.0,2024-02,0.0,0.0,44,15106.0
T11438,U004,2024-03-14,Expense,Food,4616.0,Upi,Delhi,No Notes,2024,3,14,Thursday,22.0,2024-03,19384.0,4616.0,44,14360.0
T11886,U004,2024-03-21,Expense,Rent,7649.0,Upi,Pune,Movie tickets,2024,3,21,Thursday,7.0,2024-03,19384.0,7649.0,44,15919.666666666666
T0957,U004,2024-03-31,Expense,Travel,7119.0,Upi,Unknown,Movie tickets,2024,3,31,Sunday,10.0,2024-03,19384.0,7119.0,44,6461.333333333333
T5155,U004,2024-04-07,Expense,Education,2511.0,Card,Bangalore,Grocery shopping,2024,4,7,Sunday,7.0,2024-04,7494.0,2511.0,44,5759.666666666667
T4235,U004,2024-04-22,Expense,Rent,4983.0,Upi,Kolkata,Grocery shopping,2024,4,22,Monday,15.0,2024-04,7494.0,4983.0,44,4871.0
T2274,U004,2024-05-10,Income,Freelance,709506.0,Card,Jaipur,Grocery shopping,2024,5,10,Friday,18.0,2024-05,0.0,0.0,44,239000.0
T13078,U004,2024-07-02,Income,Bonus,37025.0,Bank_Transfer,Jaipur,Medicine,2024,7,2,Tuesday,53.0,2024-07,3986.0,0.0,44,250504.66666666666
T4267,U004,2024-07-06,Expense,Food,3986.0,Upi,Hyderabad,Doctor consultation,2024,7,6,Saturday,4.0,2024-07,3986.0,3986.0,44,250172.33333333334
T6666,U004,2024-09-05,Expense,Travel,7543.0,Bank_Transfer,Jaipur,misc,2024,9,5,Thursday,61.0,2024-09,10051.0,7543.0,44,16184.666666666666
T6568,U004,2024-09-25,Expense,Food,2508.0,Card,Jaipur,Restaurant dinner,2024,9,25,Wednesday,20.0,2024-09,10051.0,2508.0,44,4679.0
T12657,U004,2024-10-01,Expense,Travel,4701.0,Cash,Unknown,test,2024,10,1,Tuesday,6.0,2024-10,13466.0,4701.0,44,4917.333333333333
T2744,U004,2024-10-12,Income,Investment,54771.0,Bank_Transfer,Hyderabad,Books,2024,10,12,Saturday,11.0,2024-10,13466.0,0.0,44,20660.0
T4412,U004,2024-10-25,Expense,Entertainment,8765.0,Bank_Transfer,Kolkata,Internet bill,2024,10,25,Friday,13.0,2024-10,13466.0,8765.0,44,22745.666666666668
T13857,U004,2024-11-04,Expense,Food,4648.0,Cash,Delhi,Lunch,2024,11,4,Monday,10.0,2024-11,4648.0,4648.0,44,22728.0
T12842,U005,2021-01-06,Expense,Rent,7762.0,Cash,Bangalore,Medicine,2021,1,6,Wednesday,0.0,2021-01,7762.0,7762.0,20,7762.0
T5774,U005,2021-02-14,Expense,Food,7406.0,Card,Bangalore,xyz123,2021,2,14,Sunday,39.0,2021-02,7406.0,7406.0,20,7584.0
T9973,U005,2021-03-10,Expense,Health,7366.0,Card,Jaipur,Fixed deposit,2021,3,10,Wednesday,24.0,2021-03,7366.0,7366.0,20,7511.333333333333
T12488,U005,2021-05-18,Expense,Education,3527.0,Cash,Jaipur,Electricity bill,2021,5,18,Tuesday,69.0,2021-05,3527.0,3527.0,20,6099.666666666667
T0319,U005,2021-06-15,Expense,Food,2374.0,Card,Kolkata,asdfgh,2021,6,15,Tuesday,28.0,2021-06,2374.0,2374.0,20,4422.333333333333
T9094,U005,2022-01-22,Income,Salary,72722.0,Upi,Mumbai,misc,2022,1,22,Saturday,221.0,2022-01,0.0,0.0,20,26207.666666666668
T8726,U005,2022-03-08,Income,Investment,34966.0,Upi,Chennai,No Notes,2022,3,8,Tuesday,45.0,2022-03,9852.0,0.0,20,36687.333333333336
T0640,U005,2022-03-29,Expense,Food,9852.0,Cash,Hyderabad,asdfgh,2022,3,29,Tuesday,21.0,2022-03,9852.0,9852.0,20,39180.0
T9375,U005,2022-05-18,Expense,Food,7238.0,Bank_Transfer,Bangalore,ATM withdrawal,2022,5,18,Wednesday,50.0,2022-05,7238.0,7238.0,20,17352.0
T5264,U005,2022-07-30,Expense,Food,2059.0,Upi,Mumbai,xyz123,2022,7,30,Saturday,73.0,2022-07,2059.0,2059.0,20,6383.0
T12886,U005,2022-09-03,Expense,Utilities,4698.0,Cash,Jaipur,Monthly rent payment,2022,9,3,Saturday,35.0,2022-09,4698.0,4698.0,20,4665.0
T10757,U005,2022-11-03,Expense,Travel,8001.0,Upi,Lucknow,Gym membership,2022,11,3,Thursday,61.0,2022-11,8001.0,8001.0,20,4919.333333333333
T10687,U005,2023-07-18,Expense,Entertainment,4279.0,Card,Mumbai,Uber ride,2023,7,18,Tuesday,257.0,2023-07,4279.0,4279.0,20,5659.333333333333
T7808,U005,2023-08-12,Expense,Travel,9875.0,Upi,Lucknow,Restaurant dinner,2023,8,12,Saturday,25.0,2023-08,9875.0,9875.0,20,7385.0
T2245,U005,2024-03-31,Expense,Entertainment,1364.0,Bank_Transfer,Hyderabad,Electricity bill,2024,3,31,Sunday,232.0,2024-03,1364.0,1364.0,20,5172.666666666667
