transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T3396,U136,2021-09-22,Expense,Rent,7619.0,Cash,Pune,Movie tickets
T1215,U150,2023-12-29,Expense,Others,4823.0,Cash,Ahmedabad,...
T5293,U044,2021-02-23,Expense,Health,8497.0,Unknown,Kolkata,Gym membership
T12220,U122,2023-11-14,Expense,Food,999999.0,Upi,Lucknow,No Notes
T2003,U149,2021-04-15,Expense,Travel,8241.0,Upi,Unknown,Movie tickets
T9452,U062,2023-09-24,Expense,Rent,8579.0,Bank_Transfer,Ahmedabad,...
T4924,U082,2022-05-25,Expense,Food,235.0,Card,Chennai,ATM withdrawal
T11911,U069,2023-06-22,Expense,Food,1263.0,Upi,Lucknow,No Notes
T11270,U022,2023-09-08,Expense,Health,2134.0,Bank_Transfer,Jaipur,Books
T13032,U150,2021-06-19,Expense,Education,2228.0,Cash,Delhi,Movie tickets
T6095,U110,2024-11-01,Expense,Rent,4641.0,Bank_Transfer,Delhi,ATM withdrawal
T0361,U055,2023-08-16,Expense,Utilities,1081.0,Card,Pune,No Notes
T7314,U103,2022-02-26,Expense,Entertainment,371.0,Cash,Mumbai,Uber ride
T11430,U108,2021-10-07,Expense,Food,225.0,Card,Pune,!!!
T12663,U052,2023-04-15,Expense,Rent,23776.0,Upi,Bangalore,Doctor consultation
T6106,U008,2023-04-23,Expense,Health,6707.0,Card,Delhi,No Notes
T9628,U096,2024-03-22,Expense,Food,8380.0,Bank_Transfer,Hyderabad,No Notes
T1623,U017,2021-10-04,Expense,Utilities,601.0,Bank_Transfer,Jaipur,Medicine
T13765,U034,2024-05-09,Expense,Others,3219.0,Cash,Hyderabad,Internet bill
T5930,U011,2024-04-21,Expense,Savings,8111.0,Unknown,Delhi,Grocery shopping
T1627,U069,2022-04-18,Expense,Utilities,5554.0,Bank_Transfer,Hyderabad,EMI payment
T4242,U053,2024-08-15,Income,Salary,41573.0,Bank_Transfer,Mumbai,Coffee
T12437,U004,2024-01-12,Expense,Education,3110.0,Bank_Transfer,Chennai,Doctor consultation
T8670,U030,2024-07-25,Expense,Food,4277.0,Card,Pune,Train ticket
T11341,U127,2024-01-17,Expense,Food,3047.0,Card,Mumbai,Grocery shopping
T9556,U008,2024-06-27,Income,Freelance,10183.0,Unknown,Delhi,No Notes
T2449,U028,2022-04-16,Expense,Travel,9888.0,Bank_Transfer,Delhi,Shopping
T4357,U088,2024-03-07,Expense,Rent,7217.0,Cash,Delhi,Internet bill
T0815,U141,2021-05-10,Expense,Education,9725.0,Bank_Transfer,Chennai,Restaurant dinner
T7919,U086,2023-05-27,Expense,Entertainment,9648.0,Bank_Transfer,Kolkata,!!!
T5695,U061,2023-10-22,Expense,Travel,1643.0,Card,Mumbai,Petrol
T2471,U066,2021-12-23,Expense,Education,7397.0,Cash,Delhi,test
T3475,U046,2022-10-12,Income,Freelance,70075.0,Upi,Kolkata,Gym membership
T5875,U081,2021-10-31,Expense,Food,864.0,Bank_Transfer,Mumbai,Shopping
T10128,U104,2024-06-09,Expense,Others,6228.0,Cash,Hyderabad,No Notes
T3491,U061,2024-10-04,Expense,Education,1206.0,Cash,Ahmedabad,Shopping
T2225,U028,2023-06-07,Expense,Education,8204.0,Card,Unknown,!!!
T6946,U068,2024-06-23,Expense,Education,5756.0,Upi,Hyderabad,xyz123
T2022,U056,2021-12-20,Expense,Food,5576.0,Bank_Transfer,Delhi,Medicine
T13529,U123,2021-05-11,Expense,Health,9771.0,Bank_Transfer,Pune,Petrol
T12210,U118,2022-01-25,Expense,Rent,20509.0,Bank_Transfer,Bangalore,Train ticket
T6904,U063,2024-09-13,Income,Bonus,62193.0,Upi,Chennai,Electricity bill
T0713,U055,2023-08-22,Expense,Utilities,3367.0,Bank_Transfer,Ahmedabad,Monthly rent payment
T7323,U009,2024-05-13,Expense,Health,2721.0,Upi,Bangalore,EMI payment
T10231,U089,2023-02-13,Expense,Rent,2962.0,Upi,Ahmedabad,Books
T11570,U052,2022-09-23,Expense,Travel,8283.0,Card,Ahmedabad,...
T13926,U134,2024-09-16,Expense,Utilities,3520.0,Cash,Mumbai,test
T0884,U115,2024-07-04,Expense,Travel,5524.0,Bank_Transfer,Hyderabad,Fixed deposit
T5033,U119,2021-12-18,Expense,Travel,999999.0,Upi,Pune,Lunch
T8492,U101,2024-11-14,Expense,Entertainment,1800.0,Bank_Transfer,Ahmedabad,Internet bill
T4699,U090,2023-07-08,Income,Investment,32146.0,Cash,Delhi,ATM withdrawal
T1841,U097,2021-10-03,Income,Others,57173.0,Cash,Unknown,No Notes
T3041,U018,2021-11-07,Expense,Rent,2966.0,Cash,Bangalore,EMI payment
T7693,U116,2024-08-31,Expense,Entertainment,1004.0,Bank_Transfer,Kolkata,No Notes
T0071,U078,2024-04-26,Expense,Rent,6141.0,Cash,Pune,No Notes
T12197,U026,2022-04-18,Expense,Travel,9154.0,Card,Delhi,...
T8563,U080,2024-12-29,Expense,Travel,9705.0,Cash,Unknown,misc
T6626,U049,2022-08-14,Expense,Food,2637.0,Cash,Jaipur,Fixed deposit
T7302,U102,2024-09-19,Expense,Food,1073.0,Card,Lucknow,No Notes
T3552,U095,2024-01-21,Income,Bonus,34145.0,Bank_Transfer,Hyderabad,!!!
T1620,U040,2024-08-30,Expense,Utilities,527.0,Cash,Mumbai,No Notes
T7912,U115,2022-06-15,Expense,Savings,5195.0,Upi,Lucknow,Grocery shopping
T3571,U064,2024-05-10,Expense,Entertainment,3143.0,Upi,Chennai,Books
T10957,U081,2023-06-08,Expense,Travel,2135.0,Cash,Lucknow,Medicine
T0294,U080,2024-12-25,Expense,Food,2163.0,Upi,Mumbai,Doctor consultation
T9414,U149,2024-09-06,Expense,Rent,42078.0,Upi,Kolkata,No Notes
T10537,U079,2023-01-08,Expense,Food,2778.0,Upi,Ahmedabad,...
T1125,U105,2024-11-22,Expense,Health,3929.0,Card,Unknown,Shopping
T8978,U103,2024-10-05,Income,Freelance,23852.0,Card,Lucknow,Coffee
T5936,U022,2021-06-13,Expense,Others,6856.0,Unknown,Chennai,Shopping
T3751,U103,2024-05-31,Income,Bonus,49639.0,Unknown,Hyderabad,Online course
T0626,U122,2024-08-19,Expense,Education,3150.0,Bank_Transfer,Chennai,Coffee
T9500,U090,2022-07-06,Expense,Health,9408.0,Cash,Hyderabad,Electricity bill
T1537,U056,2022-06-25,Expense,Entertainment,4114.0,Upi,Delhi,Fixed deposit
T9185,U117,2022-12-12,Income,Bonus,14249.0,Bank_Transfer,Lucknow,No Notes
T7093,U096,2023-03-29,Expense,Travel,9681.0,Upi,Delhi,Online course
T1990,U121,2022-03-29,Expense,Travel,3011.0,Card,Kolkata,Grocery shopping
T4706,U150,2024-06-13,Expense,Health,3150.0,Upi,Jaipur,No Notes
T8416,U133,2023-05-05,Income,Bonus,32789.0,Cash,Bangalore,Lunch
T11932,U100,2023-10-02,Expense,Utilities,6704.0,Upi,Mumbai,Doctor consultation
T4683,U062,2022-08-27,Expense,Travel,4427.0,Card,Chennai,Gym membership
T10528,U071,2021-11-27,Expense,Entertainment,3121.0,Bank_Transfer,Pune,Grocery shopping
T10806,U149,2024-05-19,Expense,Food,3802.0,Upi,Jaipur,Petrol
T10505,U099,2021-06-03,Expense,Education,544.0,Upi,Ahmedabad,Lunch
T13682,U145,2023-09-03,Expense,Travel,9053.0,Unknown,Lucknow,...
T12807,U029,2021-05-06,Income,Freelance,32381.0,Bank_Transfer,Chennai,...
T6557,U007,2023-01-28,Expense,Travel,8305.0,Upi,Pune,test
T0409,U137,2021-08-02,Expense,Utilities,8841.0,Unknown,Mumbai,No Notes
T10784,U022,2021-04-30,Income,Investment,46219.0,Card,Lucknow,No Notes
T2457,U054,2021-10-03,Expense,Travel,9800.0,Cash,Mumbai,misc
T12395,U062,2021-10-04,Expense,Utilities,4451.0,Bank_Transfer,Mumbai,...
T1882,U101,2022-09-25,Expense,Education,9358.0,Card,Mumbai,No Notes
T13924,U035,2021-08-24,Expense,Rent,3569.0,Cash,Jaipur,Online course
T13453,U110,2024-05-11,Expense,Rent,2979.0,Cash,Hyderabad,Medicine
T9836,U058,2024-11-09,Expense,Travel,1863.0,Bank_Transfer,Hyderabad,Lunch
T13845,U066,2022-06-24,Expense,Rent,34984.0,Upi,Chennai,Petrol
T11381,U107,2024-12-05,Income,Investment,44031.0,Bank_Transfer,Hyderabad,Online course
T5758,U049,2023-04-08,Expense,Rent,21771.0,Upi,Chennai,No Notes
T12059,U077,2021-11-12,Income,Salary,24920.0,Upi,Chennai,Online course
T8889,U131,2021-07-01,Expense,Savings,8861.0,Bank_Transfer,Pune,...
T10327,U136,2022-05-25,Expense,Health,4201.0,Bank_Transfer,Kolkata,Online course
T4967,U113,2022-02-17,Expense,Rent,47473.0,Bank_Transfer,Hyderabad,Online course
T11849,U040,2021-06-12,Income,Investment,75822.0,Cash,Mumbai,Medicine
T5167,U014,2021-10-26,Expense,Food,677.0,Bank_Transfer,Mumbai,Medicine
T3952,U120,2024-08-26,Expense,Rent,43252.0,Cash,Delhi,test
T5844,U086,2021-04-24,Expense,Food,2615.0,Card,Lucknow,ATM withdrawal
T13040,U009,2024-04-06,Expense,Food,2855.0,Upi,Bangalore,misc
T3167,U145,2021-11-28,Income,Bonus,57358.0,Cash,Delhi,!!!
T8867,U105,2022-11-14,Expense,Others,6348.0,Card,Mumbai,Medicine
T5926,U016,2024-07-13,Expense,Rent,4583.0,Bank_Transfer,Unknown,Lunch
T13662,U129,2021-10-18,Expense,Others,4952.0,Cash,Hyderabad,ATM withdrawal
T13593,U018,2024-11-03,Expense,Others,3941.0,Bank_Transfer,Mumbai,Lunch
T12216,U116,2023-04-21,Income,Others,47262.0,Bank_Transfer,Kolkata,No Notes
T8335,U001,2021-06-19,Expense,Entertainment,1998.0,Upi,Lucknow,Internet bill
T4933,U018,2021-03-17,Expense,Food,8124.0,Unknown,Pune,Coffee
T7036,U105,2021-12-01,Expense,Travel,1326.0,Card,Unknown,asdfgh
T9072,U066,2024-09-26,Expense,Savings,4328.0,Upi,Mumbai,Medicine
T8270,U081,2023-04-04,Expense,Food,276.0,Bank_Transfer,Pune,Restaurant dinner
T12265,U094,2022-02-04,Expense,Utilities,4215.0,Card,Hyderabad,ATM withdrawal
T4637,U005,2023-04-11,Expense,Utilities,6316.0,Upi,Pune,ATM withdrawal
T9022,U089,2024-10-03,Expense,Rent,21376.0,Upi,Chennai,test
T7016,U145,2021-09-01,Expense,Utilities,7391.0,Cash,Hyderabad,Uber ride
T12109,U144,2023-05-31,Expense,Travel,2990.0,Upi,Mumbai,Train ticket
T9952,U045,2022-12-24,Expense,Utilities,2230.0,Unknown,Delhi,ATM withdrawal
T13401,U064,2021-09-17,Expense,Food,6197.0,Upi,Unknown,xyz123
T11100,U142,2021-05-06,Expense,Food,6502.0,Card,Jaipur,Shopping
T4072,U067,2021-11-07,Expense,Others,6902.0,Card,Delhi,Petrol
T9115,U060,2022-04-21,Expense,Entertainment,9939.0,Bank_Transfer,Pune,No Notes
T2668,U126,2022-12-30,Expense,Rent,1518.0,Bank_Transfer,Lucknow,Electricity bill
T1256,U035,2021-03-06,Expense,Travel,2985.0,Cash,Delhi,Restaurant dinner
T7219,U002,2024-06-28,Expense,Education,3150.0,Bank_Transfer,Ahmedabad,No Notes
T7845,U014,2024-12-27,Expense,Utilities,6671.0,Upi,Ahmedabad,Doctor consultation
T4986,U124,2023-04-07,Expense,Travel,1409.0,Upi,Chennai,xyz123
T1883,U047,2024-07-20,Expense,Education,2497.0,Bank_Transfer,Kolkata,!!!
T7034,U108,2021-03-24,Expense,Utilities,6324.0,Card,Chennai,Gym membership
T11835,U125,2022-12-04,Expense,Education,7315.0,Bank_Transfer,Jaipur,No Notes
T0231,U031,2023-08-02,Expense,Utilities,7080.0,Bank_Transfer,Kolkata,test
T2017,U090,2022-01-14,Expense,Utilities,7821.0,Cash,Pune,test
T9479,U114,2021-08-14,Expense,Rent,988.0,Upi,Unknown,Restaurant dinner
T1312,U070,2022-12-15,Income,Freelance,23504.0,Bank_Transfer,Hyderabad,Electricity bill
T0010,U017,2024-04-19,Expense,Others,1064.0,Cash,Ahmedabad,Books
T11433,U083,2021-12-10,Expense,Food,2683.0,Cash,Delhi,xyz123
T4446,U017,2023-11-30,Expense,Food,5022.0,Cash,Hyderabad,Internet bill
T2782,U093,2021-01-04,Expense,Food,7849.0,Unknown,Pune,Petrol
T11291,U040,2024-10-06,Income,Bonus,33565.0,Cash,Hyderabad,Gym membership
T6224,U092,2024-04-11,Income,Salary,66678.0,Bank_Transfer,Chennai,EMI payment
T4124,U119,2024-05-03,Expense,Education,6304.0,Upi,Pune,Fixed deposit
T10115,U091,2022-02-23,Income,Freelance,50009.0,Bank_Transfer,Pune,No Notes
T3531,U134,2021-07-08,Expense,Food,5811.0,Bank_Transfer,Pune,No Notes
T1066,U057,2023-05-02,Expense,Entertainment,7713.0,Upi,Pune,Monthly rent payment
T9037,U142,2022-12-19,Income,Salary,70693.0,Cash,Ahmedabad,No Notes
T12498,U012,2024-03-20,Expense,Health,2603.0,Cash,Kolkata,Monthly rent payment
T6556,U037,2023-12-22,Expense,Food,314.0,Cash,Mumbai,Train ticket
T4233,U089,2024-10-30,Expense,Education,9806.0,Bank_Transfer,Chennai,Petrol
T1925,U060,2023-04-02,Expense,Food,3762.0,Bank_Transfer,Hyderabad,No Notes
T9678,U092,2021-03-15,Expense,Travel,9891.0,Upi,Unknown,Grocery shopping
T3468,U143,2024-09-08,Expense,Health,6869.0,Card,Jaipur,asdfgh
T2217,U113,2023-02-04,Expense,Rent,6756.0,Bank_Transfer,Pune,No Notes
T7901,U028,2021-07-09,Expense,Entertainment,356.0,Bank_Transfer,Jaipur,No Notes
T9324,U093,2021-03-10,Income,Others,20156.0,Cash,Pune,No Notes
T6515,U121,2024-03-16,Expense,Health,3790.0,Card,Ahmedabad,...
T3401,U071,2021-07-10,Expense,Others,6766.0,Card,Bangalore,Gym membership
T2246,U061,2021-01-04,Expense,Food,3765.0,Bank_Transfer,Chennai,Fixed deposit
T7960,U028,2021-07-25,Expense,Entertainment,4638.0,Card,Unknown,!!!
T13793,U141,2021-09-23,Income,Freelance,11650.0,Cash,Hyderabad,!!!
T7316,U144,2024-02-22,Expense,Utilities,5790.0,Unknown,Pune,misc
T4875,U076,2024-06-16,Expense,Rent,12435.0,Upi,Lucknow,No Notes
T1216,U042,2022-01-31,Income,Investment,31183.0,Bank_Transfer,Jaipur,Shopping
T11898,U035,2023-04-13,Expense,Food,775.0,Upi,Unknown,Monthly rent payment
T3071,U139,2021-03-11,Expense,Entertainment,8230.0,Bank_Transfer,Lucknow,EMI payment
T12468,U043,2024-12-14,Expense,Rent,5582.0,Upi,Ahmedabad,Monthly rent payment
T5511,U114,2024-04-20,Expense,Food,5918.0,Bank_Transfer,Pune,No Notes
T5607,U093,2024-05-02,Income,Investment,73830.0,Upi,Pune,xyz123
T9770,U040,2021-02-21,Expense,Rent,23340.0,Card,Lucknow,Doctor consultation
T11278,U009,2022-07-19,Expense,Rent,40813.0,Upi,Delhi,Books
T10427,U077,2024-12-31,Expense,Utilities,3414.0,Upi,Pune,test
T1377,U044,2022-03-31,Expense,Food,2033.0,Upi,Mumbai,EMI payment
T2469,U038,2023-11-30,Income,Bonus,44932.0,Bank_Transfer,Kolkata,Lunch
T6621,U104,2022-08-14,Expense,Food,999999.0,Cash,Jaipur,xyz123
T7679,U079,2024-03-05,Expense,Education,2274.0,Cash,Hyderabad,Grocery shopping
T8635,U039,2023-02-28,Expense,Travel,330.0,Bank_Transfer,Chennai,No Notes
T4874,U123,2024-12-30,Expense,Travel,8592.0,Cash,Pune,Lunch
T3143,U025,2023-01-05,Expense,Rent,6779.0,Cash,Delhi,Monthly rent payment
T13475,U033,2022-12-01,Income,Investment,29235.0,Bank_Transfer,Unknown,xyz123
T8560,U023,2023-02-04,Expense,Health,2143.0,Card,Delhi,asdfgh
T8417,U089,2022-05-17,Expense,Food,4945.0,Card,Ahmedabad,test
T8379,U106,2021-10-16,Expense,Entertainment,8152.0,Upi,Delhi,Uber ride
T13913,U006,2022-07-12,Expense,Others,7300.0,Bank_Transfer,Pune,!!!
T11359,U135,2024-06-04,Expense,Food,4603.0,Bank_Transfer,Ahmedabad,EMI payment
T8916,U035,2022-10-13,Expense,Entertainment,4719.0,Card,Mumbai,Coffee
T5752,U112,2022-05-12,Expense,Rent,27792.0,Bank_Transfer,Pune,Doctor consultation
T11316,U053,2022-10-06,Expense,Travel,6691.0,Card,Hyderabad,Doctor consultation
T4377,U065,2022-05-04,Expense,Rent,5935.0,Bank_Transfer,Hyderabad,Coffee
T10191,U150,2024-02-26,Expense,Travel,9750.0,Upi,Mumbai,ATM withdrawal
T10267,U128,2021-10-19,Expense,Rent,6484.0,Upi,Jaipur,Fixed deposit
T10019,U029,2024-02-18,Expense,Entertainment,2398.0,Bank_Transfer,Lucknow,Medicine
T1053,U081,2021-08-25,Expense,Food,498.0,Cash,Delhi,Coffee
T2960,U124,2022-05-09,Expense,Rent,35588.0,Cash,Jaipur,Grocery shopping
T5402,U053,2021-02-11,Income,Others,13131.0,Card,Lucknow,Fixed deposit
T1989,U027,2024-08-06,Expense,Health,6321.0,Cash,Ahmedabad,ATM withdrawal
T7284,U114,2023-08-30,Expense,Rent,28207.0,Bank_Transfer,Unknown,Fixed deposit
T1195,U102,2023-06-08,Expense,Rent,10749.0,Cash,Lucknow,Uber ride
T6008,U053,2023-05-21,Expense,Food,2232.0,Unknown,Pune,Books
T11465,U149,2022-03-30,Expense,Savings,8161.0,Card,Bangalore,Restaurant dinner
T8940,U088,2024-05-11,Expense,Others,3825.0,Cash,Bangalore,No Notes
T2577,U075,2022-07-13,Expense,Utilities,4923.0,Bank_Transfer,Mumbai,No Notes
T6064,U104,2023-04-11,Expense,Food,1078.0,Bank_Transfer,Delhi,No Notes
T1619,U053,2021-02-16,Income,Investment,74630.0,Bank_Transfer,Ahmedabad,No Notes
T1405,U109,2022-12-02,Income,Freelance,14180.0,Cash,Mumbai,Online course
T0352,U149,2024-08-11,Expense,Utilities,8479.0,Upi,Bangalore,Monthly rent payment
T5467,U104,2023-05-11,Expense,Food,5292.0,Bank_Transfer,Hyderabad,Gym membership
T10397,U013,2022-10-20,Expense,Travel,3942.0,Bank_Transfer,Lucknow,!!!
T3306,U065,2022-07-22,Expense,Entertainment,2923.0,Bank_Transfer,Delhi,Doctor consultation
T12923,U075,2023-01-09,Expense,Entertainment,8943.0,Card,Pune,Monthly rent payment
T2497,U149,2022-11-22,Expense,Utilities,3159.0,Card,Delhi,ATM withdrawal
T12309,U024,2023-12-18,Expense,Rent,12484.0,Card,Bangalore,No Notes
T6608,U081,2023-06-04,Expense,Rent,4331.0,Cash,Hyderabad,Train ticket
T4870,U014,2024-04-10,Expense,Rent,9348.0,Bank_Transfer,Jaipur,No Notes
T12187,U060,2024-06-26,Expense,Food,8174.0,Bank_Transfer,Pune,No Notes
T13685,U047,2021-03-08,Income,Investment,74243.0,Cash,Jaipur,Shopping
T6605,U124,2023-10-17,Expense,Food,8640.0,Cash,Jaipur,Coffee
T3940,U085,2021-06-25,Expense,Food,9784.0,Card,Jaipur,Uber ride
T12289,U001,2021-12-26,Expense,Rent,45093.0,Card,Pune,Electricity bill
T12849,U049,2021-04-21,Expense,Food,2130.0,Upi,Lucknow,Restaurant dinner
T6257,U036,2023-02-21,Expense,Food,4816.0,Upi,Pune,Lunch
T3936,U039,2023-05-10,Expense,Food,2247.0,Card,Chennai,Uber ride
T10279,U087,2021-03-13,Income,Freelance,46587.0,Card,Lucknow,asdfgh
T0177,U038,2022-06-13,Expense,Others,6610.0,Cash,Pune,Restaurant dinner
T3986,U077,2024-12-20,Expense,Travel,4692.0,Upi,Jaipur,Fixed deposit
T3810,U004,2021-03-02,Expense,Education,5305.0,Bank_Transfer,Chennai,Restaurant dinner
T7155,U060,2022-08-14,Income,Bonus,67675.0,Bank_Transfer,Bangalore,No Notes
T8163,U016,2021-03-29,Expense,Entertainment,7845.0,Cash,Delhi,asdfgh
T7044,U049,2022-05-18,Expense,Entertainment,7183.0,Cash,Unknown,Shopping
T3840,U144,2022-08-23,Expense,Utilities,6908.0,Card,Bangalore,No Notes
T3774,U020,2023-08-09,Expense,Rent,47146.0,Card,Delhi,No Notes
T3961,U111,2024-07-15,Expense,Health,5749.0,Cash,Pune,Internet bill
T13582,U133,2021-10-26,Expense,Entertainment,5542.0,Card,Kolkata,Petrol
T11104,U121,2022-09-14,Expense,Travel,3429.0,Card,Mumbai,Lunch
T8714,U065,2021-06-23,Expense,Entertainment,237.0,Bank_Transfer,Jaipur,Petrol
T2709,U138,2022-08-18,Expense,Savings,8231.0,Upi,Chennai,Lunch
T2156,U018,2022-05-11,Expense,Utilities,9859.0,Upi,Kolkata,EMI payment
T8551,U065,2024-03-20,Expense,Utilities,2288.0,Upi,Kolkata,No Notes
T10622,U030,2022-01-26,Expense,Travel,5756.0,Bank_Transfer,Hyderabad,ATM withdrawal
T9673,U145,2021-10-31,Expense,Rent,28183.0,Upi,Delhi,...
T8967,U125,2023-03-16,Income,Others,41720.0,Bank_Transfer,Pune,Doctor consultation
T11141,U098,2024-07-10,Expense,Rent,7335.0,Bank_Transfer,Chennai,!!!
T4430,U147,2024-04-10,Expense,Rent,287.0,Card,Hyderabad,Restaurant dinner
T11810,U060,2021-12-30,Income,Others,57828.0,Upi,Ahmedabad,Shopping
T10574,U061,2021-10-28,Expense,Education,9601.0,Unknown,Kolkata,Uber ride
T9406,U131,2021-08-12,Expense,Entertainment,2186.0,Card,Bangalore,Online course
T2288,U143,2021-06-14,Expense,Entertainment,8093.0,Card,Lucknow,asdfgh
T1733,U080,2023-03-05,Expense,Travel,2272.0,Bank_Transfer,Hyderabad,Gym membership
T13220,U140,2024-05-02,Expense,Food,4549.0,Cash,Chennai,ATM withdrawal
T9379,U106,2021-11-26,Expense,Rent,21603.0,Cash,Jaipur,Petrol
T0617,U046,2021-01-22,Expense,Food,1641.0,Cash,Kolkata,No Notes
T13759,U109,2021-12-27,Expense,Education,7941.0,Upi,Chennai,test
T0147,U114,2021-06-27,Expense,Travel,7135.0,Cash,Lucknow,ATM withdrawal
T4332,U089,2023-11-21,Expense,Food,4265.0,Upi,Hyderabad,No Notes
T12052,U046,2023-09-09,Expense,Savings,8634.0,Bank_Transfer,Lucknow,Gym membership
T4585,U003,2024-05-21,Expense,Entertainment,1006.0,Upi,Hyderabad,Medicine
T0859,U132,2024-10-27,Expense,Travel,475.0,Bank_Transfer,Delhi,No Notes
T5011,U129,2022-07-16,Expense,Travel,6799.0,Card,Bangalore,Restaurant dinner
T1330,U108,2022-03-21,Expense,Rent,1564.0,Unknown,Unknown,Doctor consultation
T4361,U008,2023-03-19,Expense,Education,1002.0,Bank_Transfer,Ahmedabad,No Notes
T7760,U089,2024-11-05,Expense,Rent,46614.0,Bank_Transfer,Lucknow,...
T7501,U047,2021-12-01,Expense,Food,4005.0,Cash,Kolkata,Monthly rent payment
T10853,U083,2023-04-28,Expense,Travel,4601.0,Upi,Pune,Medicine
T5130,U075,2021-10-09,Expense,Rent,46896.0,Upi,Delhi,Lunch
T4248,U058,2022-03-21,Income,Salary,78532.0,Bank_Transfer,Kolkata,misc
T5305,U046,2023-01-16,Income,Bonus,178518.0,Bank_Transfer,Pune,Shopping
T6784,U022,2021-12-01,Expense,Food,8687.0,Unknown,Bangalore,Coffee
T1468,U139,2022-07-12,Income,Freelance,57170.0,Upi,Delhi,Movie tickets
T5253,U075,2021-07-08,Expense,Food,7235.0,Card,Bangalore,test
T6241,U037,2022-07-04,Expense,Travel,9675.0,Cash,Mumbai,Restaurant dinner
T4458,U075,2022-04-21,Expense,Food,4895.0,Upi,Ahmedabad,Fixed deposit
T4529,U064,2024-01-31,Income,Bonus,21355.0,Bank_Transfer,Jaipur,EMI payment
T5154,U072,2024-03-11,Income,Others,13183.0,Upi,Chennai,Books
T10901,U086,2022-12-07,Expense,Travel,9364.0,Upi,Delhi,EMI payment
T12719,U019,2021-05-18,Expense,Food,5042.0,Cash,Jaipur,EMI payment
T6988,U044,2023-07-10,Expense,Rent,2824.0,Upi,Ahmedabad,Doctor consultation
T2128,U126,2023-10-18,Expense,Health,9979.0,Upi,Hyderabad,Internet bill
T1182,U023,2024-09-20,Expense,Health,8548.0,Unknown,Bangalore,ATM withdrawal
T4182,U117,2023-03-03,Expense,Food,700.0,Bank_Transfer,Pune,Gym membership
T4082,U138,2021-07-23,Expense,Food,6556.0,Upi,Mumbai,No Notes
T8735,U023,2023-12-07,Expense,Food,8641.0,Card,Hyderabad,No Notes
T8123,U020,2023-05-15,Expense,Rent,5988.0,Bank_Transfer,Mumbai,Movie tickets
T7895,U117,2024-08-23,Expense,Utilities,6348.0,Card,Chennai,!!!
