Actual_Day_1,Pred_Day_1,Actual_Day_2,Pred_Day_2,Actual_Day_3,Pred_Day_3,Actual_Day_4,Pred_Day_4,Actual_Day_5,Pred_Day_5,Actual_Day_6,Pred_Day_6,Actual_Day_7,Pred_Day_7
937.0,11796.11,3930.0,13008.34,47179.0,11894.43,5749.0,12144.24,7345.0,12285.22,6443.0,12475.3,24475.0,12569.51
3930.0,11859.06,47179.0,13077.98,5749.0,11885.3,7345.0,12098.31,6443.0,12163.77,24475.0,12356.74,2653.0,12433.31
47179.0,11870.66,5749.0,13127.0,7345.0,11812.22,6443.0,11972.18,24475.0,11986.24,2653.0,12268.56,3412.0,12313.21
5749.0,11617.66,7345.0,13037.02,6443.0,11653.9,24475.0,11778.11,2653.0,12067.15,3412.0,12672.56,5192.0,12685.71
7345.0,11507.03,6443.0,12853.86,24475.0,11621.33,2653.0,11841.58,3412.0,12173.19,5192.0,12751.39,1449.0,12797.32
6443.0,11524.86,24475.0,12806.22,2653.0,11693.57,3412.0,11966.52,5192.0,12287.62,1449.0,12738.14,20997.0,12816.52
24475.0,11547.53,2653.0,12733.03,3412.0,11791.67,5192.0,12139.82,1449.0,12440.48,20997.0,12702.06,4264.0,12826.64
2653.0,11653.49,3412.0,12892.28,5192.0,11883.1,1449.0,12176.75,20997.0,12490.98,4264.0,12733.55,980.0,12848.71
3412.0,11761.55,5192.0,12993.44,1449.0,11931.32,20997.0,12196.54,4264.0,12431.14,980.0,12626.37,5145.0,12734.03
5192.0,11842.28,1449.0,13080.08,20997.0,11938.67,4264.0,12165.39,980.0,12320.44,5145.0,12506.89,4266.0,12597.97
1449.0,11873.54,20997.0,13135.92,4264.0,11892.7,980.0,12074.54,5145.0,12170.63,4266.0,12410.55,1624.0,12476.06
20997.0,11869.02,4264.0,13146.41,980.0,11814.36,5145.0,11962.98,4266.0,12000.69,1624.0,12311.45,4460.0,12352.05
4264.0,11745.84,980.0,13090.6,5145.0,11693.11,4266.0,11818.02,1624.0,11938.52,4460.0,12422.66,8287.0,12439.29
980.0,11634.45,5145.0,12901.45,4266.0,11645.66,1624.0,11863.39,4460.0,12004.65,8287.0,12449.1,46499.0,12495.79
5145.0,11647.56,4266.0,12890.89,1624.0,11643.65,4460.0,11869.25,8287.0,11972.38,46499.0,12390.61,7414.0,12439.46
4266.0,11656.26,1624.0,12897.14,4460.0,11635.62,8287.0,11855.02,46499.0,11937.01,7414.0,12354.06,2250.0,12399.34
1624.0,11657.19,4460.0,12900.01,8287.0,11615.23,46499.0,11826.02,7414.0,11888.59,2250.0,12320.9,28555.0,12359.8
4460.0,11641.69,8287.0,12854.1,46499.0,11605.66,7414.0,11840.74,2250.0,11885.86,28555.0,12289.54,14825.0,12336.55
8287.0,11649.02,46499.0,12881.02,7414.0,11578.16,2250.0,11788.05,28555.0,11815.16,14825.0,12259.0,59288.0,12292.08
46499.0,11610.74,7414.0,12868.24,2250.0,11530.34,28555.0,11727.16,14825.0,11775.16,59288.0,12287.17,2721.0,12309.01
7414.0,11380.38,2250.0,12767.62,28555.0,11457.02,14825.0,11654.96,59288.0,12002.42,2721.0,12739.14,3790.0,12755.64
2250.0,11328.78,28555.0,12634.83,14825.0,11516.95,59288.0,11813.32,2721.0,12212.49,3790.0,12836.02,1743.0,12900.57
28555.0,11421.13,14825.0,12623.61,59288.0,11685.23,2721.0,12049.75,3790.0,12408.65,1743.0,12782.43,77481.0,12899.71
14825.0,11536.47,59288.0,12770.68,2721.0,11835.22,3790.0,12168.95,1743.0,12563.7,77481.0,12848.85,543.0,12975.96
59288.0,11665.53,2721.0,12906.07,3790.0,11941.53,1743.0,12245.71,77481.0,12604.0,543.0,12813.5,58808.0,12942.17
2721.0,11621.95,3790.0,12982.99,1743.0,11998.36,77481.0,12260.1,543.0,12819.14,58808.0,13126.07,3360.0,13248.69
3790.0,11719.78,1743.0,13008.72,77481.0,12084.39,543.0,12374.08,58808.0,12847.08,3360.0,13022.76,9427.0,13167.27
1743.0,11860.13,77481.0,13117.49,543.0,12157.66,58808.0,12424.92,3360.0,12782.0,9427.0,12856.72,6902.0,13000.08
77481.0,11982.14,543.0,13235.82,58808.0,12173.48,3360.0,12392.98,9427.0,12623.9,6902.0,12665.2,6998.0,12787.96
543.0,11750.3,58808.0,13217.0,3360.0,12082.43,9427.0,12240.78,6902.0,12816.73,6998.0,13170.37,8471.0,13260.3
58808.0,11766.86,3360.0,13088.17,9427.0,12148.56,6902.0,12415.2,6998.0,12919.56,8471.0,13087.56,5347.0,13229.96
3360.0,11753.64,9427.0,13141.75,6902.0,12212.48,6998.0,12458.71,8471.0,13092.65,5347.0,13288.18,468.0,13434.71
9427.0,11871.84,6902.0,13186.76,6998.0,12288.84,8471.0,12549.28,5347.0,13063.46,468.0,13126.6,13867.0,13289.04
6902.0,11998.86,6998.0,13284.15,8471.0,12341.02,5347.0,12578.51,468.0,12975.32,13867.0,12952.09,29039.0,13110.54
6998.0,12092.4,8471.0,13383.29,5347.0,12325.78,468.0,12514.9,13867.0,12798.17,29039.0,12775.45,425.0,12908.74
8471.0,12117.13,5347.0,13387.96,468.0,12310.7,13867.0,12495.4,29039.0,12716.24,425.0,12670.49,2839.0,12798.83
5347.0,12129.94,468.0,13449.17,13867.0,12203.38,29039.0,12321.2,425.0,12468.27,2839.0,12542.86,3808.0,12626.55
468.0,12078.41,13867.0,13425.3,29039.0,12060.33,425.0,12139.98,2839.0,12231.6,3808.0,12437.44,4800.0,12484.89
13867.0,12001.79,29039.0,13351.18,425.0,11908.53,2839.0,11973.0,3808.0,12005.99,4800.0,12325.39,30637.0,12345.46
29039.0,11827.98,425.0,13154.31,2839.0,11758.24,3808.0,11876.38,4800.0,11949.01,30637.0,12357.69,8540.0,12379.51
425.0,11632.94,2839.0,13030.14,3808.0,11627.45,4800.0,11752.95,30637.0,11986.05,8540.0,12592.93,2832.0,12602.08
2839.0,11506.84,3808.0,12759.14,4800.0,11613.7,30637.0,11891.63,8540.0,12136.2,2832.0,12605.84,1842.0,12674.09
7466.0,11635.75,2461.0,12855.56,7976.0,11806.76,1204.0,12100.07,28650.0,12348.75,7273.0,12628.43,5081.0,12730.95
2461.0,11725.02,7976.0,12945.82,1204.0,11860.66,28650.0,12128.42,7273.0,12327.73,5081.0,12559.39,1395.0,12657.9
7976.0,11803.12,1204.0,13033.32,28650.0,11866.62,7273.0,12094.32,5081.0,12218.63,1395.0,12447.49,6643.0,12528.68
1204.0,11818.87,28650.0,13076.26,7273.0,11828.74,5081.0,12019.73,1395.0,12113.14,6643.0,12394.74,1806.0,12455.43
28650.0,11814.44,7273.0,13081.74,5081.0,11762.07,1395.0,11927.63,6643.0,11970.46,1806.0,12311.3,1502.0,12351.65
7273.0,11666.18,5081.0,13018.52,1395.0,11653.12,6643.0,11799.64,1806.0,11980.61,1502.0,12509.13,1099.0,12529.74
5081.0,11577.12,1395.0,12893.52,6643.0,11608.78,1806.0,11810.75,1502.0,12025.28,1099.0,12564.4,8142.0,12600.54
1395.0,11547.37,6643.0,12781.55,1806.0,11647.27,1502.0,11927.18,1099.0,12140.78,8142.0,12559.28,73333.0,12632.75
6643.0,11631.16,1806.0,12841.31,1502.0,11707.37,1099.0,11980.58,8142.0,12133.2,73333.0,12470.62,4220.0,12548.69
1806.0,11689.91,1502.0,12909.49,1099.0,11732.08,8142.0,11978.48,73333.0,12094.57,4220.0,12414.52,2560.0,12484.73
1502.0,11731.53,1099.0,12953.01,8142.0,11727.61,73333.0,11951.75,4220.0,12017.4,2560.0,12336.76,1261.0,12396.37
1099.0,11750.75,8142.0,12982.86,73333.0,11692.61,4220.0,11889.28,2560.0,11907.96,1261.0,12260.32,7222.0,12303.4
8142.0,11740.18,73333.0,12989.32,4220.0,11625.63,2560.0,11794.15,1261.0,11774.58,7222.0,12194.29,7087.0,12216.67
73333.0,11667.14,4220.0,12943.72,2560.0,11538.62,1261.0,11696.66,7222.0,11701.9,7087.0,12222.62,4141.0,12229.82
4220.0,11249.72,2560.0,12763.96,1261.0,11401.5,7222.0,11554.6,7087.0,12089.46,4141.0,13022.91,1513.0,13014.81
2560.0,11150.06,1261.0,12467.4,7222.0,11508.88,7087.0,11871.84,4141.0,12463.35,1513.0,13128.18,407.0,13221.84
1261.0,11343.12,7222.0,12547.67,7087.0,11777.28,4141.0,12191.96,1513.0,12713.11,407.0,13038.17,2321.0,13194.26
7222.0,11617.09,7087.0,12777.65,4141.0,11998.35,1513.0,12380.69,407.0,12763.54,2321.0,12852.56,1738.0,13023.99
7087.0,11841.41,4141.0,13029.59,1513.0,12104.37,407.0,12404.17,2321.0,12663.98,1738.0,12682.69,514.0,12830.62
4141.0,11961.45,1513.0,13193.28,407.0,12107.23,2321.0,12329.31,1738.0,12498.13,514.0,12548.13,1899.0,12661.46
1513.0,12000.15,407.0,13274.64,2321.0,12028.76,1738.0,12183.46,514.0,12272.17,1899.0,12418.32,9971.0,12491.29
407.0,11974.53,2321.0,13275.61,1738.0,11907.17,514.0,12017.94,1899.0,12041.39,9971.0,12303.06,4041.0,12340.79
2321.0,11908.61,1738.0,13223.52,514.0,11768.61,1899.0,11855.64,9971.0,11831.43,4041.0,12211.49,7311.0,12220.86
1738.0,11806.53,514.0,13128.44,1899.0,11625.33,9971.0,11709.56,4041.0,11670.24,7311.0,12169.78,5792.0,12159.16
514.0,11574.52,1899.0,12788.65,9971.0,11469.79,4041.0,11692.53,7311.0,11686.27,5792.0,12194.43,7298.0,12217.46
1899.0,11570.34,9971.0,12787.0,4041.0,11444.01,7311.0,11658.81,5792.0,11634.9,7298.0,12165.08,46244.0,12181.2
9971.0,11551.65,4041.0,12776.94,7311.0,11409.02,5792.0,11615.84,7298.0,11587.35,46244.0,12154.82,9244.0,12163.09
4041.0,11487.44,7311.0,12744.04,5792.0,11362.2,7298.0,11565.05,46244.0,11593.33,9244.0,12238.31,2224.0,12239.71
7311.0,11434.42,5792.0,12673.72,7298.0,11347.4,46244.0,11584.21,9244.0,11646.62,2224.0,12292.03,4219.0,12304.89
5792.0,11407.74,7298.0,12634.22,46244.0,11368.84,9244.0,11633.68,2224.0,11736.13,4219.0,12354.04,452.0,12381.64
7298.0,11421.83,46244.0,12634.34,9244.0,11416.46,2224.0,11698.41,4219.0,11817.76,452.0,12383.77,23255.0,12425.02
46244.0,11456.08,9244.0,12667.98,2224.0,11469.42,4219.0,11751.63,452.0,11881.1,23255.0,12403.87,52935.0,12452.75
9244.0,11332.57,2224.0,12666.62,4219.0,11490.81,452.0,11755.56,23255.0,12143.58,52935.0,12798.88,3183.0,12848.07
2224.0,11351.56,4219.0,12620.9,452.0,11598.58,23255.0,11930.5,52935.0,12347.63,3183.0,12865.17,6115.0,12956.89
4219.0,11496.73,452.0,12703.9,23255.0,11761.76,52935.0,12111.53,3183.0,12461.81,6115.0,12779.48,7457.0,12901.25
452.0,11670.94,23255.0,12863.51,52935.0,11885.35,3183.0,12200.82,6115.0,12457.31,7457.0,12649.68,3522.0,12772.72
23255.0,11817.1,52935.0,13017.76,3183.0,11935.65,6115.0,12194.6,7457.0,12340.1,3522.0,12487.12,71326.0,12591.19
52935.0,11814.72,3183.0,13092.62,6115.0,11902.76,7457.0,12104.07,3522.0,12288.55,71326.0,12540.45,9447.0,12617.48
3183.0,11619.32,6115.0,13036.64,7457.0,11819.2,3522.0,11997.77,71326.0,12442.93,9447.0,12934.39,4622.0,12993.88
6115.0,11602.94,7457.0,12927.89,3522.0,11852.54,71326.0,12110.44,9447.0,12532.12,4622.0,12917.44,5225.0,13012.97
7457.0,11690.57,3522.0,12958.16,71326.0,11941.15,9447.0,12218.37,4622.0,12572.64,5225.0,12820.7,39411.0,12936.65
3522.0,11797.62,71326.0,13047.24,9447.0,12002.64,4622.0,12259.37,5225.0,12534.03,39411.0,12702.8,5284.0,12817.85
71326.0,11846.44,9447.0,13051.2,4622.0,12040.18,5225.0,12312.28,39411.0,12525.76,5284.0,12605.9,8643.0,12731.94
9447.0,11676.82,4622.0,13086.27,5225.0,11997.77,39411.0,12201.57,5284.0,12732.78,8643.0,13080.6,78671.0,13177.43
4622.0,11679.47,5225.0,13021.26,39411.0,12020.81,5284.0,12280.18,8643.0,12784.0,78671.0,13066.58,1094.0,13187.48
5225.0,11784.47,39411.0,13067.71,5284.0,12102.26,8643.0,12372.28,78671.0,12783.84,1094.0,12935.64,8973.0,13072.23
39411.0,11905.3,5284.0,13170.3,8643.0,12147.16,78671.0,12386.72,1094.0,12688.69,8973.0,12771.76,27774.0,12900.22
5284.0,11870.86,8643.0,13211.79,78671.0,12125.28,1094.0,12326.05,8973.0,12711.32,27774.0,12889.26,5182.0,13000.57
8643.0,11893.21,78671.0,13158.73,1094.0,12167.53,8973.0,12418.31,27774.0,12754.32,5182.0,12822.03,6055.0,12959.16
78671.0,11969.57,1094.0,13250.8,8973.0,12154.8,27774.0,12359.2,5182.0,12612.88,6055.0,12697.69,75893.0,12811.58
1094.0,11721.6,8973.0,13204.27,27774.0,12066.82,5182.0,12225.36,6055.0,12834.64,75893.0,13221.93,9907.0,13309.76
8973.0,11723.15,27774.0,13085.25,5182.0,12094.7,6055.0,12341.09,75893.0,12880.57,9907.0,13140.62,9062.0,13267.0
27774.0,11825.38,5182.0,13129.85,6055.0,12174.28,75893.0,12430.93,9907.0,12880.0,9062.0,13007.81,960.0,13150.02
5182.0,11850.42,6055.0,13118.01,75893.0,12237.84,9907.0,12521.24,9062.0,12968.16,960.0,12997.88,5144.0,13162.73
6055.0,11987.08,75893.0,13251.68,9907.0,12276.29,9062.0,12514.74,960.0,12846.16,5144.0,12834.88,9636.0,12982.97
75893.0,12070.06,9907.0,13355.42,9062.0,12243.53,960.0,12423.85,5144.0,12650.22,9636.0,12671.62,3150.0,12787.96
9907.0,11806.74,9062.0,13300.15,960.0,12112.9,5144.0,12239.03,9636.0,12805.9,3150.0,13166.79,8854.0,13247.28
9062.0,11791.55,960.0,13165.71,5144.0,12150.98,9636.0,12376.54,3150.0,12904.86,8854.0,13131.64,9442.0,13257.07
960.0,11871.95,5144.0,13191.65,9636.0,12205.38,3150.0,12442.29,8854.0,12884.49,9442.0,13004.85,5355.0,13142.86
5144.0,11982.08,9636.0,13265.8,3150.0,12230.19,8854.0,12446.42,9442.0,12756.23,5355.0,12802.42,7781.0,12933.17
9636.0,11991.56,3150.0,13218.99,8854.0,12224.01,9442.0,12467.32,5355.0,12708.57,7781.0,12681.75,8744.0,12822.6
31079.0,11519.77,2437.0,12764.36,3455.0,11532.36,3777.0,11783.4,8424.0,11928.89,5968.0,12439.24,33728.0,12484.31
2437.0,11440.33,3455.0,12746.02,3777.0,11545.84,8424.0,11797.74,5968.0,12096.53,33728.0,12673.46,7406.0,12723.61
3455.0,11471.26,3777.0,12711.06,8424.0,11626.56,5968.0,11931.75,33728.0,12216.89,7406.0,12666.63,5527.0,12748.95
3777.0,11577.93,8424.0,12785.65,5968.0,11726.42,33728.0,12031.08,7406.0,12259.83,5527.0,12589.35,1393.0,12684.58
8424.0,11686.0,5968.0,12886.27,33728.0,11793.7,7406.0,12072.62,5527.0,12234.62,1393.0,12492.8,399.0,12585.63
5968.0,11749.77,33728.0,12979.11,7406.0,11802.94,5527.0,12036.47,1393.0,12159.83,399.0,12434.39,2857.0,12509.35
33728.0,11769.04,7406.0,13024.2,5527.0,11766.51,1393.0,11963.6,399.0,12053.19,2857.0,12380.92,1773.0,12435.4
7406.0,11632.18,5527.0,12980.72,1393.0,11688.03,399.0,11865.16,2857.0,12115.88,1773.0,12618.55,6264.0,12657.1
5527.0,11579.74,1393.0,12884.0,399.0,11681.47,2857.0,11913.22,1773.0,12184.23,6264.0,12658.69,10584.0,12717.65
1393.0,11608.38,399.0,12867.42,2857.0,11729.76,1773.0,11990.22,6264.0,12233.93,10584.0,12620.02,3783.0,12697.32
399.0,11683.9,2857.0,12910.05,1773.0,11780.23,6264.0,12040.2,10584.0,12215.16,3783.0,12517.06,9850.0,12600.19
2857.0,11738.48,1773.0,12925.93,6264.0,11819.23,10584.0,12088.86,3783.0,12202.74,9850.0,12420.63,8259.0,12512.28
1773.0,11810.56,6264.0,13029.25,10584.0,11803.31,3783.0,12013.98,9850.0,12056.88,8259.0,12309.52,2761.0,12373.82
6264.0,11819.08,10584.0,13067.17,3783.0,11733.92,9850.0,11899.16,8259.0,11890.71,2761.0,12223.16,8478.0,12259.08
10584.0,11758.29,3783.0,13042.0,9850.0,11628.56,8259.0,11765.92,2761.0,11757.22,8478.0,12211.68,9477.0,12222.62
3783.0,11642.84,9850.0,12951.62,8259.0,11521.08,2761.0,11664.85,8478.0,11709.75,9477.0,12285.24,24254.0,12284.92
9850.0,11555.62,8259.0,12844.71,2761.0,11456.35,8478.0,11636.01,9477.0,11704.47,24254.0,12318.71,4734.0,12323.65
8259.0,11445.46,2761.0,12683.79,8478.0,11435.52,9477.0,11695.41,24254.0,11828.0,4734.0,12407.87,2763.0,12443.11
2761.0,11451.8,8478.0,12675.75,9477.0,11482.38,24254.0,11763.04,4734.0,11920.4,2763.0,12449.48,2502.0,12499.96
8478.0,11506.53,9477.0,12707.98,24254.0,11544.94,4734.0,11833.24,2763.0,11967.57,2502.0,12420.36,3432.0,12482.04
9477.0,11556.42,24254.0,12771.77,4734.0,11585.95,2763.0,11853.98,2502.0,11981.64,3432.0,12413.5,4143.0,12472.7
24254.0,11580.68,4734.0,12816.32,2763.0,11601.02,2502.0,11849.5,3432.0,11981.77,4143.0,12423.83,444.0,12477.25
4734.0,11527.09,2763.0,12816.42,2502.0,11596.5,3432.0,11834.36,4143.0,12069.62,444.0,12581.95,7984.0,12632.32
2763.0,11538.82,2502.0,12796.56,3432.0,11630.37,4143.0,11894.77,444.0,12123.61,7984.0,12582.49,51950.0,12647.53
2502.0,11599.95,3432.0,12824.29,4143.0,11689.35,444.0,11963.22,7984.0,12147.76,51950.0,12519.36,4125.0,12595.78
3432.0,11673.54,4143.0,12881.17,444.0,11734.74,7984.0,11997.62,51950.0,12125.14,4125.0,12433.76,6576.0,12511.11
4143.0,11733.02,444.0,12954.47,7984.0,11737.48,51950.0,11963.74,4125.0,12036.84,6576.0,12349.54,7727.0,12411.57
444.0,11745.27,7984.0,12981.53,51950.0,11705.29,4125.0,11905.9,6576.0,11946.74,7727.0,12295.51,2756.0,12342.39
7984.0,11741.38,51950.0,12983.02,4125.0,11653.33,6576.0,11835.68,7727.0,11835.64,2756.0,12227.56,3168.0,12259.36
51950.0,11685.24,4125.0,12960.37,6576.0,11570.84,7727.0,11731.7,2756.0,11745.98,3168.0,12240.58,2352.0,12253.28
4125.0,11387.34,6576.0,12814.82,7727.0,11452.44,2756.0,11617.88,3168.0,11984.11,2352.0,12769.11,842.0,12772.04
6576.0,11307.15,7727.0,12621.28,2756.0,11502.02,3168.0,11798.54,2352.0,12213.86,842.0,12861.66,58674.0,12924.0
7727.0,11386.52,2756.0,12596.31,3168.0,11679.11,2352.0,12051.9,842.0,12448.68,58674.0,12838.83,4565.0,12959.5
2756.0,11574.8,3168.0,12759.16,2352.0,11851.42,842.0,12203.6,58674.0,12526.74,4565.0,12743.33,6696.0,12878.8
3168.0,11755.67,2352.0,12943.52,842.0,11949.36,58674.0,12247.39,4565.0,12463.14,6696.0,12593.99,36012.0,12717.95
2352.0,11872.5,842.0,13089.32,58674.0,11960.02,4565.0,12190.5,6696.0,12310.1,36012.0,12450.38,2027.0,12545.62
842.0,11914.68,58674.0,13164.87,4565.0,11901.32,6696.0,12072.6,36012.0,12116.67,2027.0,12328.1,3405.0,12389.79
58674.0,11898.19,4565.0,13173.64,6696.0,11799.85,36012.0,11929.48,2027.0,11915.66,3405.0,12226.74,289.0,12257.24
4565.0,11547.68,6696.0,13030.42,36012.0,11599.88,2027.0,11696.1,3405.0,12061.16,289.0,12785.33,5876.0,12780.66
6696.0,11409.22,36012.0,12779.6,2027.0,11579.15,3405.0,11815.63,289.0,12234.89,5876.0,12885.2,9644.0,12932.72
36012.0,11402.85,2027.0,12625.95,3405.0,11704.67,289.0,12069.23,5876.0,12482.63,9644.0,12869.74,27897.0,12990.46
2027.0,11509.78,3405.0,12768.14,289.0,11872.58,5876.0,12211.94,9644.0,12689.54,27897.0,12980.85,4482.0,13117.27
3405.0,11686.53,289.0,12902.84,5876.0,12011.07,9644.0,12338.16,27897.0,12713.42,4482.0,12850.47,534.0,12999.15
289.0,11851.89,5876.0,13064.41,9644.0,12089.2,27897.0,12368.28,4482.0,12629.2,534.0,12688.8,9474.0,12825.54
5876.0,11969.98,9644.0,13202.08,27897.0,12083.15,4482.0,12295.53,534.0,12434.71,9474.0,12503.83,4817.0,12608.98
9644.0,11996.24,27897.0,13272.8,4482.0,12002.8,534.0,12149.58,9474.0,12219.8,4817.0,12386.0,54407.0,12452.22
27897.0,11932.6,4482.0,13257.39,534.0,11871.55,9474.0,11975.83,4817.0,12034.6,54407.0,12351.86,2939.0,12383.24
4482.0,11737.27,534.0,13141.92,9474.0,11710.7,4817.0,11806.72,54407.0,12005.07,2939.0,12549.72,38882.0,12558.09
534.0,11608.94,9474.0,12901.52,4817.0,11670.67,54407.0,11892.84,2939.0,12110.35,38882.0,12574.55,2703.0,12627.28
9474.0,11639.61,4817.0,12889.2,54407.0,11696.27,2939.0,11938.02,38882.0,12105.89,2703.0,12499.88,3952.0,12563.38
4817.0,11663.34,54407.0,12913.5,2939.0,11710.95,38882.0,11944.05,2703.0,12097.28,3952.0,12473.8,38153.0,12536.18
